1245225611008000000;2410;674;2411;54
1245225613003000000;2410;637;2412;56
1245225614008000000;2410;638;2411;21
1245225616000000000;2410;636;2411;4
1245225625009000000;2411;8;2412;168
1245225626006000006;2410;621;2411;9
1245225627006000000;2411;2;2412;172
1245225632001000000;2411;59;2413;210
1245225637004000000;2411;80;2412;81
1245225643004000002;2412;3;2413;202
1245225645003000000;2411;93;2412;23
1245225646001000000;2411;71;2412;1
1245225646004000000;2412;7;2413;197
1245225647008000000;2411;71;2412;15
1245225648000000000;2411;71;2413;395
1245225648004000000;2411;71;2412;35
1245225650003000000;2411;73;2412;6
1245225650008000000;2412;5;2413;393
1245225651003000000;2412;4;2413;393
1245225651008000000;2411;70;2412;1
1245225671002000000;2411;124;2412;10
1245225671005000000;2412;5;2413;391
1245225679002000000;2412;58;2414;256
1245225682009000000;2412;55;2413;2
1245225683006000000;2412;57;2414;245
1245225686006000000;2412;68;2413;6
1245225722000000000;2411;229;2412;15
1245225732007000000;2412;62;2413;325
1245225746003000000;2411;216;2412;21
1245225780009000000;2412;5;2413;396
1245225788000000000;2411;136;2412;2
1245225825000000000;2411;128;2413;381
1245225832006000000;2411;184;2412;28
1245225838001000000;2411;33;2412;8
1245225854005000000;2410;774;2411;192
1245225858008000000;2411;47;2412;171
1245225876001000000;2410;771;2411;51
1245225882001000000;2410;753;2412;178
1245225883009000000;2410;753;2411;22
1245225961005000000;2411;11;2412;260
1245225981002000000;2410;558;2411;188
1245226015000000000;2411;35;2412;244
1245226078001000001;2411;308;2413;369
1245226098002000000;2411;300;2412;17
1245226102008000000;2411;340;2413;362
1245226112003000000;2413;8;2414;278
1245226113009000000;2412;311;2413;6
1245226123005000001;2413;3;2414;273
1245226131001000000;2412;336;2413;30
1245226138005000002;2412;315;2414;279
1245226149007000000;2412;322;2413;2
1245226150004000001;2412;322;2414;267
1245226151007000000;2412;322;2413;10
1245226152003000000;2413;38;2414;242
1245226213009000000;2412;287;2413;10
1245226218009000000;2413;47;2414;1237
1245226219005000000;2412;282;2413;5
1245226226000000001;2412;248;2413;31
1245226226006000000;2413;25;2414;1220
1245226234001000000;2413;20;2414;1214
1245226247001000000;2412;275;2413;6
1245226273001000000;2413;16;2414;1238
1245226293006000000;2412;240;2413;158
1245226297006000000;2413;40;2414;1240
1245226331009000002;2412;290;2413;6
1245226334006000000;2412;291;2413;10
1245226340000000001;2413;39;2414;1116
1245226444006000000;2413;105;2415;357
1245226446009000000;2413;138;2414;2
1245226448007000000;2414;11;2415;334
1245226504002000000;2414;19;2415;44
1245226504006000000;2415;17;2416;525
1245226528009000000;2415;1;2416;505
1245226533003000001;2414;134;2415;7
1245226534000000000;2415;16;2416;500
1245226538009000002;2414;163;2415;5
1245226540005000000;2415;10;2416;471
1245226607000000000;2414;214;2415;15
1245226755005000000;2415;298;2416;134
1245226885001000000;2414;142;2415;23
1245226914005000000;2414;72;2415;65
1245226919004000000;2414;73;2415;65
1245226990003000000;2413;289;2414;2
1245227072000000001;2412;430;2413;3
1245227259008000000;2412;290;2414;384
1245227371008000000;2413;192;2415;304
1245227377003000000;2415;253;2416;408
1245227507005000000;2416;21;2417;776
1245227509007000000;2415;344;2416;33
1245227540000000000;2415;201;2417;756
1245227540004000000;2415;167;2417;772
1245227541001000000;2415;241;2416;1
1245227665002000000;2414;348;2415;3
1245227684000000002;2415;59;2416;298
1245227707001000001;2414;354;2416;241
1245227707005000000;2414;363;2415;8
1245227718007000000;2414;329;2415;72
1245227721008000000;2414;349;2416;265
1245227724008000000;2414;349;2415;1
1245227758000000000;2415;4;2416;321
1245227937003000000;2414;390;2415;1
1245227938004000000;2414;390;2416;341
1245227944007000000;2414;387;2415;2
1245227945001000000;2414;385;2416;342
1245227948008000000;2414;382;2415;5
1245227953000000001;2415;65;2416;256
1245227965003000000;2414;348;2415;4
1245228038004000000;2415;100;2416;325
1245228047003000000;2415;1191;2417;845
1245228048000000000;2415;82;2416;47
1245228055001000001;2415;80;2417;869
1245228055005000000;2415;116;2416;4
1245228056000000001;2415;84;2417;845
1245228057002000000;2415;118;2416;1
1245228064001000000;2415;114;2417;835
1245228069003000000;2415;114;2417;816
1245228070003000000;2415;153;2416;2
1245228074009000000;2416;2;2417;877
1245228076003000001;2415;166;2416;1
1245228077009000000;2415;132;2417;832
1245228080005000000;2415;132;2417;815
1245228084005000000;2417;26;2418;662
1245228092006000001;2416;264;2417;68
1245228104000000000;2417;92;2418;505
1245228132001000000;2416;293;2417;17
1245228144001000000;2417;8;2418;493
1245228157003000000;2416;289;2417;11
1245228187001000000;2415;365;2416;7
1245228189003000000;2416;80;2417;179
1245228287000000000;2415;383;2417;207
1245228287006000000;2415;383;2416;1
1245228301003000000;2417;105;2418;518
1245228333009000001;2416;14;2417;118
1245228341006000000;2415;380;2416;80
1245228377005000000;2416;42;2417;297
1245228380003000001;2415;320;2416;16
1245228423003000002;2414;340;2415;48
1245228470002000000;2414;387;2416;333
1245228472005000000;2414;383;2415;9
1245228479002000000;2415;22;2416;308
1245228480003000002;2414;392;2415;3
1245228559006000000;2415;462;2416;204
1245228593008000001;2416;55;2417;290
1245228713009000001;2415;298;2416;8
1245228758001000002;2416;493;2417;168
1245228760001000000;2415;802;2416;2
1245228761005000000;2416;1;2417;336
1245228770006000002;2417;1;2418;623
1245228771008000000;2416;236;2417;29
1245228775000000000;2416;249;2417;3
1245228777002000001;2417;17;2418;610
1245228798007000001;2416;273;2417;25
1245228811001000000;2417;505;2418;543
1245228850000000000;2418;221;2419;706
1245228901001000000;2417;302;2418;42
1245229004006000003;2416;332;2417;9
1245229005006000001;2417;2;2418;408
1245229009006000001;2416;361;2417;1
1245229010001000000;2416;375;2417;1
1245229010005000000;2417;9;2418;421
1245229153000000000;2417;284;2418;522
1245229153004000000;2416;406;2417;5
1245229190000000001;2417;23;2418;239
1245229190008000000;2416;492;2417;11
1245229191008000002;2416;475;2418;516
1245229192000000000;2416;485;2417;2
1245229192009000000;2416;528;2418;401
1245229195000000002;2416;59;2417;170
1245229196000000002;2415;1567;2416;100
1245229206006000000;2416;143;2417;268
1245229210000000000;2415;1233;2416;2
1245229211001000000;2416;548;2417;183
1245229214006000000;2417;66;2418;451
1245229218000000000;2418;46;2419;833
1245229219003000000;2417;364;2418;9
1245229221003000000;2416;636;2418;425
1245229221006000000;2416;546;2417;32
1245229227004000000;2418;50;2419;707
1245229246004000000;2419;585;2420;856
1245229259001000000;2418;392;2419;66
1245229265005000000;2419;32;2420;942
1245229265006000000;2418;607;2419;26
1245229266006000000;2419;70;2420;775
1245229267002000000;2418;619;2419;12
1245229267008000000;2419;43;2420;972
1245229268008000000;2418;608;2419;63
1245229271003000000;2419;245;2420;673
