1245052794003000000;2504;13;2505;47
1245052795000000000;2504;48;2506;90
1245052797008000000;2504;71;2505;19
1245052800003000000;2505;11;2506;66
1245052801000000002;2504;65;2505;2
1245052803004000000;2505;8;2506;96
1245052805008000000;2504;69;2505;2
1245052806000000000;2504;57;2505;2
1245052806008000000;2504;58;2506;97
1245052807005000000;2505;5;2506;96
1245052810001000000;2504;31;2505;14
1245052814006000000;2503;262;2504;4
1245052817001000000;2503;259;2505;79
1245052817009000000;2503;258;2504;18
1245052819005000000;2502;181;2503;42
1245052823002000000;2503;42;2504;74
1245052830006000000;2504;20;2505;136
1245052832002000000;2503;166;2504;19
1245052838008000000;2504;10;2505;90
1245052845009000000;2503;231;2504;65
1245052865000000000;2502;130;2503;26
1245052867006000000;2503;96;2504;109
1245052879006000000;2502;102;2503;4
1245052892000000000;2501;243;2502;9
1245052898008000000;2502;8;2503;152
1245052906000000000;2501;265;2502;11
1245052909002000000;2502;80;2503;160
1245052927006000000;2501;262;2502;78
1245052928002000000;2502;25;2503;147
1245052961004000000;2501;212;2502;9
1245052988004000000;2502;57;2503;145
1245053004004000000;2501;117;2502;99
1245053005006000000;2502;1;2503;172
1245053006005000001;2501;177;2502;29
1245053021002000000;2500;225;2501;104
1245053027002000000;2499;150;2500;227
1245053034008000000;2498;282;2499;32
1245053041009000000;2497;204;2498;208
1245053049001000000;2496;276;2497;8
1245053067008000000;2495;478;2496;5
1245053068003000000;2496;8;2497;248
1245053109006000001;2497;80;2498;156
1245053116008000000;2496;212;2497;114
1245053126002000000;2495;399;2496;85
1245053147005000001;2496;1;2497;190
1245053156006000000;2495;181;2496;19
1245053162000000000;2494;184;2495;46
1245053164007000002;2495;193;2496;120
1245053196006000002;2495;242;2497;330
1245053254003000002;2495;263;2496;30
1245053259000000003;2495;223;2497;333
1245053259006000000;2495;218;2496;1
1245053260007000001;2495;216;2497;328
1245053262006000000;2495;221;2496;2
1245053273003000001;2496;74;2497;331
1245053273004000001;2495;211;2496;10
1245053278007000000;2495;210;2497;339
1245053382001000000;2495;241;2496;3
1245053390005000000;2495;240;2497;335
1245053399002000000;2495;237;2496;12
1245053425003000001;2496;24;2497;340
1245053487001000000;2495;171;2496;172
1245053488001000000;2496;2;2497;281
1245053537000000000;2495;268;2496;79
1245053537003000000;2496;12;2497;266
1245053594005000000;2495;249;2496;13
1245053603002000001;2495;212;2497;229
1245053603006000000;2495;211;2496;1
1245053604008000001;2496;30;2497;229
1245053687006000001;2495;2240;2496;100
1245053693003000000;2494;260;2495;120
1245053715000000000;2493;27;2494;230
1245053718009000001;2492;340;2493;94
1245053721006000000;2491;538;2492;169
1245053732006000002;2490;351;2491;22
1245053733007000000;2489;345;2490;30
1245053734001000000;2490;12;2491;297
1245053738000000000;2489;161;2490;41
1245053739000000000;2490;4;2491;495
1245053767005000000;2491;639;2492;193
1245053792003000000;2492;14;2493;246
1245053793001000000;2491;807;2492;116
1245053797009000001;2492;4;2493;290
1245053806003000000;2491;827;2492;40
1245053812000000000;2492;454;2493;257
1245053865000000001;2493;288;2494;206
1245053875005000000;2492;316;2493;4
1245053933000000000;2493;69;2494;311
1245053951004000000;2493;156;2495;348
1245053978002000001;2495;27;2496;299
1245054094001000000;2494;381;2495;242
1245054107005000001;2493;174;2494;19
1245054109009000000;2494;101;2495;334
1245054123009000001;2493;138;2494;3
1245054127007000001;2494;13;2495;410
1245054130001000000;2493;124;2494;10
1245054133003000000;2494;31;2495;386
1245054195006000000;2495;271;2496;288
1245054210005000000;2494;306;2495;2
1245054283001000000;2493;310;2494;1
1245054291002000000;2494;177;2495;124
1245054349003000000;2493;247;2494;8
1245054356003000000;2494;94;2495;209
1245054412005000000;2493;247;2494;110
1245054415005000001;2494;146;2495;92
1245054418005000001;2494;21;2496;692
1245054419006000000;2494;30;2495;60
1245054423005000003;2495;36;2496;689
1245054447008000000;2496;251;2497;254
1245054463003000000;2497;20;2498;385
1245054465004000001;2496;328;2497;20
1245054475002000000;2497;410;2498;271
1245054576008000001;2497;299;2499;441
1245054577005000000;2497;310;2498;16
1245054620006000000;2496;341;2497;29
