1245311998006000001;2388;3;2389;100
1245311999004000004;2387;5;2388;5
1245312000003000001;2386;224;2388;65
1245312003000000001;2384;17;2387;40
1245312004006000001;2384;44;2385;35
1245312005004000001;2385;36;2386;1
1245312012008000001;2386;6;2387;107
1245312012008000007;2385;74;2386;19
1245312014007000004;2384;102;2385;84
1245312028006000001;2384;138;2385;1
1245312029004000001;2384;138;2386;36
1245312045006000001;2386;29;2387;111
1245312053007000002;2387;51;2388;79
1245312059006000002;2388;32;2389;109
1245312064006000001;2389;31;2390;165
1245312065001000001;2388;58;2389;47
1245312077008000000;2387;73;2388;5
1245312080003000001;2388;61;2389;99
1245312090000000002;2387;63;2389;69
1245312090001000002;2387;63;2388;1
1245312091005000001;2387;63;2389;90
1245312095000000003;2387;64;2388;1
1245312102007000002;2387;160;2389;119
1245312123001000001;2389;4;2390;170
1245312171001000001;2388;183;2389;67
1245312207008000001;2387;66;2388;2
1245312239000000001;2386;73;2387;51
1245312247009000002;2385;129;2386;6
1245312275002000002;2386;42;2387;400
1245312293004000000;2385;138;2386;19
1245312305004000001;2386;3;2387;129
1245312331006000003;2387;15;2388;202
1245312335004000001;2386;184;2387;17
1245312355004000002;2385;227;2386;2
1245312358007000001;2385;200;2387;148
1245312376008000001;2387;162;2388;174
1245312428000000001;2388;71;2389;285
1245312440005000001;2387;64;2388;70
1245312455007000001;2386;195;2387;1
1245312502005000001;2385;188;2386;15
1245312505007000001;2386;5;2387;280
1245312508005000002;2385;199;2386;10
1245312509005000001;2386;3;2387;278
1245312510001000000;2385;199;2386;18
1245312611002000002;2384;250;2385;13
1245312616009000001;2385;18;2386;203
1245312621007000001;2384;236;2385;13
1245312672002000001;2384;532;2386;98
1245312673007000004;2384;212;2385;66
1245312682009000001;2385;76;2386;156
1245312721002000001;2384;106;2385;109
1245312778000000002;2385;4;2386;236
1245312828003000001;2385;115;2387;269
1245312831008000000;2385;105;2386;2
1245312831008000001;2385;105;2387;266
1245312958002000000;2386;209;2388;279
1245312972007000001;2386;187;2387;1
1245312975000000001;2386;172;2387;13
1245312975006000001;2387;2;2388;289
1245312984003000003;2386;202;2388;287
1245313062002000001;2388;88;2389;232
1245313172002000001;2389;2;2390;218
1245313231000000001;2389;165;2391;322
1245313234009000001;2389;259;2390;15
1245313252005000001;2390;25;2391;191
1245313256006000001;2389;216;2390;4
1245313261002000001;2389;189;2391;294
1245313265002000001;2389;204;2390;1
1245313270009000001;2390;5;2391;263
1245313272007000001;2389;182;2390;18
1245313276003000000;2390;31;2391;242
1245313277004000002;2389;227;2390;1
1245313280001000002;2390;48;2391;231
1245313346007000001;2391;54;2392;632
1245313433007000002;2390;185;2391;62
1245313496002000003;2390;158;2392;461
1245313531009000000;2390;179;2391;39
1245313573006000001;2391;133;2392;374
1245313677001000001;2392;7;2393;426
1245313802004000000;2393;13;2394;377
1245313832005000001;2394;14;2395;1177
1245313840009000001;2393;175;2394;126
1245314064000000002;2394;55;2395;611
1245314157004000001;2393;173;2394;2
1245314196000000001;2392;88;2393;154
1245314202006000001;2391;290;2392;37
1245314212003000002;2391;322;2393;187
1245314219001000001;2393;24;2394;537
1245314222004000001;2392;161;2393;2
1245314263006000001;2391;240;2392;64
1245314322008000001;2392;20;2393;206
1245314351004000001;2391;266;2392;57
1245314385008000001;2392;8;2393;208
1245314388007000000;2391;203;2392;1
1245314389003000001;2391;207;2393;206
1245314393004000001;2391;228;2392;4
1245314444007000001;2392;36;2393;188
1245314472009000001;2391;212;2392;5
1245314480007000001;2392;2;2393;225
1245314622002000001;2393;36;2394;406
1245314793009000001;2393;162;2395;661
1245314794004000003;2393;216;2394;4
1245314796001000002;2393;216;2395;624
1245315086008000002;2395;19;2396;355
1245315198006000001;2394;211;2395;45
1245315218004000000;2393;339;2394;37
1245315221002000001;2394;2;2395;319
1245315285000000002;2395;190;2396;233
1245315320001000002;2394;141;2395;130
1245315326006000001;2393;456;2394;32
1245315350002000002;2394;16;2395;342
1245315519003000001;2393;505;2394;10
1245315525007000001;2393;523;2395;896
1245315545001000000;2393;581;2394;4
1245315548005000001;2393;696;2395;990
1245315549007000001;2393;697;2394;12
1245315575007000002;2392;656;2393;3
1245315586007000000;2391;754;2392;14
1245315588002000002;2391;965;2393;571
1245315589001000002;2391;821;2392;65
1245315590009000000;2392;104;2393;508
1245315591002000001;2392;699;2394;900
1245315591006000001;2392;712;2393;6
1245315594009000002;2392;676;2394;892
1245315596001000001;2392;837;2393;9
1245315597000000002;2393;9;2394;872
1245315600003000001;2392;820;2393;8
1245315601008000001;2392;856;2394;890
