1245139254003000002;2429;10;2430;665
1245139254007000002;2428;111;2429;3
1245139255001000002;2428;111;2430;579
1245139255003000001;2428;89;2429;30
1245139257004000002;2427;101;2428;59
1245139259004000002;2427;205;2429;147
1245139268008000002;2428;89;2430;387
1245139284006000003;2430;3;2431;323
1245139285001000003;2429;88;2430;92
1245139306009000002;2428;154;2429;40
1245139343003000001;2429;118;2430;262
1245139346003000002;2428;109;2429;25
1245139377001000003;2429;141;2430;216
1245139387002000002;2430;2;2431;415
1245139390001000002;2429;87;2430;9
1245139397002000002;2430;21;2431;357
1245139408003000002;2431;10;2432;371
1245139408008000002;2430;40;2431;55
1245139487001000002;2429;159;2430;31
1245139501008000002;2429;83;2431;177
1245139503003000001;2429;84;2430;6
1245139520005000002;2430;8;2431;164
1245139522000000002;2429;132;2430;48
1245139568004000002;2429;114;2430;10
1245139568005000002;2429;114;2431;169
1245139569006000000;2429;114;2431;135
1245139609005000005;2429;116;2430;46
1245139645003000002;2428;146;2429;5
1245139649003000003;2428;131;2430;127
1245139658005000003;2428;148;2429;2
1245139659000000002;2429;6;2430;134
1245139698008000003;2428;112;2429;106
1245139723001000001;2427;223;2428;61
1245139738004000002;2426;309;2427;18
1245139739003000005;2427;26;2428;71
1245139801007000000;2426;274;2427;7
1245139806001000002;2427;77;2428;91
1245139875009000002;2428;6;2429;155
1245139928000000002;2429;13;2430;273
1245139930000000002;2428;78;2429;24
1245139934000000004;2429;68;2430;274
1245139939000000002;2428;62;2429;73
1245140008000000002;2427;252;2428;8
1245140009007000001;2428;2;2429;189
1245140017003000004;2427;252;2428;88
1245140029003000002;2426;261;2427;181
1245140049000000006;2427;65;2428;350
1245140058002000003;2426;250;2427;12
1245140059006000001;2427;158;2428;327
1245140060002000002;2426;249;2427;6
1245140064008000001;2427;164;2428;332
1245140134000000002;2428;62;2429;187
1245140216003000004;2427;171;2428;13
1245140221003000002;2428;2;2429;235
1245140225005000002;2427;166;2428;12
1245140253001000001;2426;45;2427;89
1245140254001000002;2425;383;2426;30
1245140256001000001;2425;395;2427;210
1245140256002000002;2425;412;2426;8
1245140291005000004;2424;274;2425;29
1245140303000000003;2425;2;2426;224
1245140305005000002;2424;233;2425;11
1245140311000000001;2425;4;2426;200
1245140323007000002;2424;334;2425;180
1245140329004000002;2425;8;2426;280
1245140330006000001;2424;318;2425;18
1245140388009000002;2425;45;2426;245
1245140408000000003;2426;12;2427;298
1245140409000000003;2425;213;2426;2
1245140410001000002;2426;6;2427;271
1245140497000000001;2427;4;2428;370
1245140499005000003;2426;335;2427;31
1245140509006000002;2427;149;2428;322
1245140579008000001;2426;255;2427;245
1245140592006000002;2427;2;2428;320
1245140594006000003;2426;395;2427;2
1245140595006000000;2427;87;2428;270
1245140790002000001;2427;432;2428;25
1245140790002000002;2428;1;2429;278
1245140844001000003;2428;74;2429;253
1245140910009000001;2429;7;2430;463
1245141052004000006;2430;22;2431;367
1245141073005000003;2431;33;2432;673
1245141074005000001;2430;339;2431;14
1245141075001000003;2430;292;2432;668
1245141080001000004;2430;290;2431;14
1245141132007000003;2431;63;2432;696
1245141288001000006;2432;148;2433;329
1245141337003000003;2431;116;2432;90
1245141389001000003;2430;272;2431;12
1245141416008000003;2431;22;2432;340
1245141463005000005;2430;246;2431;44
1245141466000000003;2431;1;2432;341
1245141468004000005;2430;246;2431;51
1245141492006000003;2430;295;2432;331
1245141493002000001;2430;355;2431;1
1245141493002000002;2430;355;2432;333
1245141617003000002;2430;234;2431;30
1245141619009000002;2429;194;2430;3
1245141620000000002;2429;208;2431;510
1245141624001000006;2429;243;2430;2
1245141711003000005;2428;258;2429;93
1245141731001000001;2429;217;2430;436
1245141736007000002;2428;269;2429;2
1245141743003000002;2429;331;2430;334
1245141843007000004;2430;200;2431;415
1245142059008000003;2431;87;2432;374
1245142161006000003;2432;250;2433;269
1245142171001000002;2432;387;2433;6
1245142171008000002;2433;66;2434;474
1245142172003000001;2433;3;2434;467
1245142182004000008;2433;128;2434;8
1245142182006000001;2434;71;2435;739
1245142190008000002;2434;82;2435;629
1245142191005000001;2433;120;2434;37
1245142222005000002;2432;137;2433;210
1245142233005000000;2431;188;2432;53
1245142242006000002;2432;52;2433;227
1245142247001000005;2432;100;2434;405
1245142248000000001;2432;112;2434;425
1245142248000000002;2432;112;2433;5
1245142251006000001;2432;185;2433;1
1245142251007000003;2432;160;2434;384
1245142252001000001;2432;195;2433;1
1245142253006000002;2433;165;2434;257
1245142265008000002;2434;238;2435;314
1245142271001000001;2434;229;2435;14
1245142271003000001;2435;2;2436;466
1245142271008000000;2434;233;2436;446
1245142272003000001;2434;258;2435;30
1245142280007000001;2434;260;2436;453
1245142280008000001;2434;230;2435;19
1245142281003000001;2435;17;2436;436
1245142302003000001;2434;312;2435;51
1245142303001000002;2435;30;2436;328
1245142309003000001;2434;117;2435;160
1245142317002000003;2433;318;2434;406
1245142317006000000;2434;2;2435;341
1245142318006000001;2433;200;2434;5
1245142319006000002;2433;185;2435;350
1245142322008000001;2433;183;2434;5
1245142336002000001;2434;19;2435;350
1245142339005000000;2433;129;2434;487
1245142340002000000;2433;150;2434;7
1245142340008000000;2433;144;2435;334
1245142341002000000;2434;2;2435;339
1245142344003000000;2433;116;2435;339
1245142344005000008;2433;95;2434;583
1245142372000000002;2433;219;2434;16
1245142379001000001;2434;23;2435;343
1245142384001000002;2433;157;2435;364
1245142384008000000;2433;125;2434;580
1245142386008000000;2433;154;2434;30
1245142394003000002;2433;207;2434;2
1245142394004000002;2434;8;2435;386
1245142395003000002;2434;5;2435;381
1245142405005000000;2435;317;2436;273
